bond_code,currency_type,tenor,issuance_volume,outstanding_volume,interest_payment_method,issuance_date,maturity_date,interest_payment_type,coupon_rate,first_trading_date,remaining_tenor,status,face_value
CP071218,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,7.000.000,Định kỳ - Cuối kỳ,30/05/2007,30/05/2012,Standard Coupon,"7,05",14/06/2007,0 ngày,Hủy niêm yết,100000
CP071219,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,10.010.000,Định kỳ - Cuối kỳ,23/05/2007,23/05/2012,Standard Coupon,"7,15",4/6/2007,0 ngày,Hủy niêm yết,100000
CP071220,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,5.000.000,Định kỳ - Cuối kỳ,13/06/2007,13/06/2012,Standard Coupon,"7,15",21/06/2007,0 ngày,Hủy niêm yết,100000
CP071221,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,8.000.000,Định kỳ - Cuối kỳ,6/6/2007,6/6/2012,Standard Coupon,7,15/06/2007,0 ngày,Hủy niêm yết,100000
CP071222,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,5.000.000,Định kỳ - Cuối kỳ,27/06/2007,27/06/2012,Standard Coupon,"7,25",4/7/2007,0 ngày,Hủy niêm yết,100000
CP071223,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,6.000.000,Định kỳ - Cuối kỳ,11/7/2007,11/7/2012,Standard Coupon,"7,4",19/07/2007,0 ngày,Hủy niêm yết,100000
CP071224,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,5.000.000,Định kỳ - Cuối kỳ,4/7/2007,4/7/2012,Standard Coupon,"7,35",17/07/2007,0 ngày,Hủy niêm yết,100000
CP071225,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,4.000.000,Định kỳ - Cuối kỳ,16/07/2007,16/07/2012,Standard Coupon,"7,38",26/07/2007,0 ngày,Hủy niêm yết,100000
CP071412,VND,7 Năm,Kho bạc Nhà nước- Bộ Tài chính,18.983.900,Định kỳ - Cuối kỳ,21/03/2007,21/03/2014,Standard Coupon,"7,04",2/4/2007,0 ngày,Hủy niêm yết,100000
CP071414,VND,7 Năm,Kho bạc Nhà nước- Bộ Tài chính,5.000.000,Định kỳ - Cuối kỳ,4/4/2007,4/4/2014,Standard Coupon,"7,2",17/04/2007,0 ngày,Hủy niêm yết,100000
CP071416,VND,7 Năm,Kho bạc Nhà nước- Bộ Tài chính,7.000.000,Định kỳ - Cuối kỳ,18/04/2007,18/04/2014,Standard Coupon,"7,3",4/5/2007,0 ngày,Hủy niêm yết,100000
CP4A0102,VND,10 Năm,Ngân hàng Phát triển Việt Nam,1.210.000,Định kỳ - Đầu kỳ,15/04/2002,15/04/2012,Standard Coupon,"8,1",2/6/2008,0 ngày,Hủy niêm yết,100000
CP4A0103,VND,10 Năm,Ngân hàng Phát triển Việt Nam,550,Định kỳ - Cuối kỳ,21/01/2003,21/01/2013,Standard Coupon,"9,2",2/6/2008,0 ngày,Hủy niêm yết,100000
CP4A0104,VND,15 Năm,Ngân hàng Phát triển Việt Nam,700,Định kỳ - Cuối kỳ,15/01/2004,15/01/2019,Standard Coupon,"9,4",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4A0202,VND,10 Năm,Ngân hàng Phát triển Việt Nam,1.000.000,Định kỳ - Cuối kỳ,20/06/2002,20/06/2012,Standard Coupon,"9,15",2/6/2008,0 ngày,Hủy niêm yết,100000
CP4A0203,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.100.000,Định kỳ - Đầu kỳ,25/02/2003,25/02/2018,Standard Coupon,"9,18",2/6/2008,13 ngày,Hủy niêm yết,100000
CP4A0302,VND,10 Năm,Ngân hàng Phát triển Việt Nam,1.000.000,Định kỳ - Cuối kỳ,16/08/2002,16/08/2012,Standard Coupon,"9,1",2/6/2008,0 ngày,Hủy niêm yết,100000
CP4A0303,VND,10 Năm,Ngân hàng Phát triển Việt Nam,250,Định kỳ - Cuối kỳ,26/02/2003,26/02/2013,Standard Coupon,"9,2",2/6/2008,0 ngày,Hủy niêm yết,100000
CP4A0304,VND,15 Năm,Ngân hàng Phát triển Việt Nam,500,Định kỳ - Cuối kỳ,3/2/2004,3/2/2019,Standard Coupon,"9,4",2/6/2008,6 ngày,Hủy niêm yết,100000
CP4A0402,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.000.000,Định kỳ - Cuối kỳ,12/9/2002,12/9/2017,Standard Coupon,"9,99",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4A0403,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.000.000,Định kỳ - Đầu kỳ,20/03/2003,20/03/2018,Standard Coupon,"9,13",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4A0502,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.000.000,Định kỳ - Đầu kỳ,8/10/2002,8/10/2017,Standard Coupon,"9,15",2/6/2008,6 ngày,Hủy niêm yết,100000
CP4A0504,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.000.000,Định kỳ - Cuối kỳ,9/2/2004,9/2/2019,Standard Coupon,"9,4",2/6/2008,12 ngày,Hủy niêm yết,100000
CP4A0602,VND,10 Năm,Ngân hàng Phát triển Việt Nam,650,Định kỳ - Đầu kỳ,21/10/2002,21/10/2012,Standard Coupon,"8,38",2/6/2008,0 ngày,Hủy niêm yết,100000
CP4A0603,VND,15 Năm,Ngân hàng Phát triển Việt Nam,700,Định kỳ - Đầu kỳ,28/03/2003,28/03/2018,Standard Coupon,"9,13",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4A0702,VND,10 Năm,Ngân hàng Phát triển Việt Nam,1.200.000,Định kỳ - Đầu kỳ,6/11/2002,6/11/2012,Standard Coupon,"8,4",2/6/2008,0 ngày,Hủy niêm yết,100000
CP4A0703,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.150.000,Định kỳ - Đầu kỳ,16/04/2003,16/04/2018,Standard Coupon,"9,18",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4A0704,VND,15 Năm,Ngân hàng Phát triển Việt Nam,500,Định kỳ - Đầu kỳ,16/02/2004,16/02/2019,Standard Coupon,"8,59",2/6/2008,5 ngày,Hủy niêm yết,100000
CP4A0802,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.200.000,Định kỳ - Đầu kỳ,15/11/2002,15/11/2017,Standard Coupon,"9,17",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4A0804,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.500.000,Định kỳ - Cuối kỳ,17/02/2004,17/02/2019,Standard Coupon,"9,4",2/6/2008,6 ngày,Hủy niêm yết,100000
CP4A0902,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.000.000,Định kỳ - Đầu kỳ,10/12/2002,10/12/2017,Standard Coupon,"9,18",2/6/2008,6 ngày,Hủy niêm yết,100000
CP4A0903,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.200.000,Định kỳ - Đầu kỳ,29/04/2003,29/04/2018,Standard Coupon,"9,18",2/6/2008,9 ngày,Hủy niêm yết,100000
CP4A0904,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.500.000,Định kỳ - Cuối kỳ,20/02/2004,20/02/2019,Standard Coupon,"9,4",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4A1002,VND,15 Năm,Ngân hàng Phát triển Việt Nam,700,Định kỳ - Đầu kỳ,12/12/2002,12/12/2017,Standard Coupon,"9,18",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4A1003,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.420.000,Định kỳ - Đầu kỳ,14/05/2003,14/05/2018,Standard Coupon,"9,18",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4A1004,VND,15 Năm,Ngân hàng Phát triển Việt Nam,2.000.000,Định kỳ - Cuối kỳ,25/02/2004,25/02/2019,Standard Coupon,"9,4",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4A1102,VND,15 Năm,Ngân hàng Phát triển Việt Nam,800,Định kỳ - Đầu kỳ,24/12/2002,24/12/2017,Standard Coupon,"9,18",2/6/2008,6 ngày,Hủy niêm yết,100000
CP4A1104,VND,15 Năm,Ngân hàng Phát triển Việt Nam,4.000.000,Định kỳ - Cuối kỳ,26/02/2004,26/02/2019,Standard Coupon,"9,4",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4A1203,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.500.000,Định kỳ - Đầu kỳ,12/6/2003,12/6/2018,Standard Coupon,"9,18",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4A1204,VND,15 Năm,Ngân hàng Phát triển Việt Nam,5.050.000,Định kỳ - Cuối kỳ,27/02/2004,27/02/2019,Standard Coupon,"9,4",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4A1303,VND,15 Năm,Ngân hàng Phát triển Việt Nam,400,Định kỳ - Đầu kỳ,13/06/2003,13/06/2018,Standard Coupon,"9,18",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4A1304,VND,15 Năm,Ngân hàng Phát triển Việt Nam,2.000.000,Định kỳ - Cuối kỳ,18/02/2004,18/02/2019,Standard Coupon,"9,4",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4A1403,VND,10 Năm,Ngân hàng Phát triển Việt Nam,600,Định kỳ - Đầu kỳ,13/06/2003,13/06/2013,Standard Coupon,"8,51",2/6/2008,0 ngày,Hủy niêm yết,100000
CP4A1503,VND,15 Năm,Ngân hàng Phát triển Việt Nam,700,Định kỳ - Đầu kỳ,23/06/2003,23/06/2018,Standard Coupon,"9,18",2/6/2008,5 ngày,Hủy niêm yết,100000
CP4A1504,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.000.000,Định kỳ - Cuối kỳ,8/3/2004,8/3/2019,Standard Coupon,"9,4",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4A1603,VND,15 Năm,Ngân hàng Phát triển Việt Nam,5.000.000,Định kỳ - Đầu kỳ,30/06/2003,30/06/2018,Standard Coupon,"9,18",2/6/2008,5 ngày,Hủy niêm yết,100000
CP4A1604,VND,15 Năm,Ngân hàng Phát triển Việt Nam,500,Định kỳ - Đầu kỳ,15/03/2004,15/03/2019,Standard Coupon,"8,59",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4A1703,VND,10 Năm,Ngân hàng Phát triển Việt Nam,600,Định kỳ - Đầu kỳ,15/07/2003,15/07/2013,Standard Coupon,"8,51",2/6/2008,0 ngày,Hủy niêm yết,100000
CP4A1704,VND,15 Năm,Ngân hàng Phát triển Việt Nam,900,Định kỳ - Đầu kỳ,14/04/2004,14/04/2019,Standard Coupon,"8,59",2/6/2008,6 ngày,Hủy niêm yết,100000
CP4A1803,VND,10 Năm,Ngân hàng Phát triển Việt Nam,650,Định kỳ - Đầu kỳ,31/07/2003,31/07/2013,Standard Coupon,"8,51",2/6/2008,0 ngày,Hủy niêm yết,100000
CP4A1804,VND,15 Năm,Ngân hàng Phát triển Việt Nam,100,Định kỳ - Cuối kỳ,14/04/2004,14/04/2019,Standard Coupon,"9,4",2/6/2008,6 ngày,Hủy niêm yết,100000
CP4A1903,VND,10 Năm,Ngân hàng Phát triển Việt Nam,500,Định kỳ - Đầu kỳ,13/08/2003,13/08/2013,Standard Coupon,"8,42",2/6/2008,0 ngày,Hủy niêm yết,100000
CP4A2003,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.000.000,Định kỳ - Cuối kỳ,28/08/2003,28/08/2018,Standard Coupon,"9,7",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4A2004,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.600.000,Định kỳ - Cuối kỳ,29/04/2004,29/04/2019,Standard Coupon,"9,4",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4A2103,VND,15 Năm,Ngân hàng Phát triển Việt Nam,4.390.000,Định kỳ - Đầu kỳ,10/9/2003,10/9/2018,Standard Coupon,"8,84",2/6/2008,10 ngày,Hủy niêm yết,100000
CP4A2203,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.000.000,Định kỳ - Đầu kỳ,12/9/2003,12/9/2018,Standard Coupon,"8,84",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4A2204,VND,15 Năm,Ngân hàng Phát triển Việt Nam,900,Định kỳ - Đầu kỳ,17/05/2004,17/05/2019,Standard Coupon,"8,59",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4A2303,VND,15 Năm,Ngân hàng Phát triển Việt Nam,600,Định kỳ - Cuối kỳ,12/9/2003,12/9/2018,Standard Coupon,"9,7",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4A2304,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.000.000,Định kỳ - Cuối kỳ,28/05/2004,28/05/2019,Standard Coupon,"9,4",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4A2403,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.250.000,Định kỳ - Cuối kỳ,12/9/2003,12/9/2018,Standard Coupon,"9,7",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4A2404,VND,15 Năm,Ngân hàng Phát triển Việt Nam,600,Định kỳ - Cuối kỳ,10/6/2004,10/6/2019,Standard Coupon,"9,2",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4A2503,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.000.000,Định kỳ - Cuối kỳ,15/09/2003,15/09/2018,Standard Coupon,"9,7",2/6/2008,5 ngày,Hủy niêm yết,100000
CP4A2504,VND,10 Năm,Ngân hàng Phát triển Việt Nam,500,Định kỳ - Cuối kỳ,10/6/2004,10/6/2014,Standard Coupon,"8,8",2/6/2008,0 ngày,Hủy niêm yết,100000
CP4A2603,VND,10 Năm,Ngân hàng Phát triển Việt Nam,450,Định kỳ - Đầu kỳ,15/09/2003,15/09/2013,Standard Coupon,"8,42",2/6/2008,0 ngày,Hủy niêm yết,100000
CP4A2604,VND,15 Năm,Ngân hàng Phát triển Việt Nam,710,Định kỳ - Cuối kỳ,4/6/2004,4/6/2019,Standard Coupon,"9,2",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4A2703,VND,10 Năm,Ngân hàng Phát triển Việt Nam,100,Định kỳ - Cuối kỳ,15/09/2003,15/09/2013,Standard Coupon,"9,2",2/6/2008,0 ngày,Hủy niêm yết,100000
CP4A2704,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.200.000,Định kỳ - Cuối kỳ,24/06/2004,24/06/2019,Standard Coupon,"9,2",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4A2904,VND,15 Năm,Ngân hàng Phát triển Việt Nam,900,Định kỳ - Cuối kỳ,20/07/2004,20/07/2019,Standard Coupon,9,2/6/2008,5 ngày,Hủy niêm yết,100000
CP4A3003,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.000.000,Định kỳ - Cuối kỳ,26/09/2003,26/09/2018,Standard Coupon,"9,7",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4A3004,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.000.000,Định kỳ - Cuối kỳ,28/07/2004,28/07/2019,Standard Coupon,9,2/6/2008,6 ngày,Hủy niêm yết,100000
CP4A3104,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.000.000,Định kỳ - Cuối kỳ,30/07/2004,30/07/2019,Standard Coupon,9,2/6/2008,7 ngày,Hủy niêm yết,100000
CP4A3303,VND,15 Năm,Ngân hàng Phát triển Việt Nam,2.000.000,Định kỳ - Cuối kỳ,30/09/2003,30/09/2018,Standard Coupon,"9,7",2/6/2008,6 ngày,Hủy niêm yết,100000
CP4A3304,VND,15 Năm,Ngân hàng Phát triển Việt Nam,2.000.000,Định kỳ - Cuối kỳ,9/8/2004,9/8/2019,Standard Coupon,9,2/6/2008,7 ngày,Hủy niêm yết,100000
CP4A3403,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.200.000,Định kỳ - Cuối kỳ,24/09/2003,24/09/2018,Standard Coupon,"9,7",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4A3503,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.200.000,Định kỳ - Cuối kỳ,30/09/2003,30/09/2018,Standard Coupon,"9,7",2/6/2008,6 ngày,Hủy niêm yết,100000
CP4A3603,VND,15 Năm,Ngân hàng Phát triển Việt Nam,2.000.000,Định kỳ - Cuối kỳ,26/09/2003,26/09/2018,Standard Coupon,"9,7",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4A3703,VND,15 Năm,Ngân hàng Phát triển Việt Nam,2.000.000,Định kỳ - Cuối kỳ,30/09/2003,30/09/2018,Standard Coupon,"9,7",2/6/2008,6 ngày,Hủy niêm yết,100000
CP4A4003,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.000.000,Định kỳ - Cuối kỳ,24/10/2003,24/10/2018,Standard Coupon,"9,5",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4A4403,VND,15 Năm,Ngân hàng Phát triển Việt Nam,2.150.000,Định kỳ - Cuối kỳ,18/11/2003,18/11/2018,Standard Coupon,"9,5",2/6/2008,6 ngày,Hủy niêm yết,100000
CP4A4603,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.000.000,Định kỳ - Cuối kỳ,27/11/2003,27/11/2018,Standard Coupon,"9,5",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4A4703,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.000.000,Định kỳ - Cuối kỳ,8/12/2003,8/12/2018,Standard Coupon,"9,4",2/6/2008,5 ngày,Hủy niêm yết,100000
CP4A4803,VND,15 Năm,Ngân hàng Phát triển Việt Nam,2.000.000,Định kỳ - Cuối kỳ,22/12/2003,22/12/2018,Standard Coupon,"9,4",2/6/2008,5 ngày,Hủy niêm yết,100000
CP4A4903,VND,15 Năm,Ngân hàng Phát triển Việt Nam,2.000.000,Định kỳ - Cuối kỳ,23/12/2003,23/12/2018,Standard Coupon,"9,4",2/6/2008,6 ngày,Hủy niêm yết,100000
CP4A5003,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.000.000,Định kỳ - Cuối kỳ,25/12/2003,25/12/2018,Standard Coupon,"9,4",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4_0102,VND,10 Năm,Ngân hàng Phát triển Việt Nam,900,Định kỳ - Đầu kỳ,6/5/2002,6/5/2012,Standard Coupon,"8,3",2/6/2008,0 ngày,Hủy niêm yết,100000
CP4_0104,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.150.000,Định kỳ - Cuối kỳ,20/02/2004,20/02/2019,Standard Coupon,"9,4",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4_0204,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.320.000,Định kỳ - Cuối kỳ,27/02/2004,27/02/2019,Standard Coupon,"9,4",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4_0404,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.100.000,Định kỳ - Cuối kỳ,19/03/2004,19/03/2019,Standard Coupon,"9,4",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4_0503,VND,10 Năm,Ngân hàng Phát triển Việt Nam,200,Định kỳ - Cuối kỳ,28/03/2003,28/03/2013,Standard Coupon,"9,3",2/6/2008,0 ngày,Hủy niêm yết,100000
CP4_0504,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.000.000,Định kỳ - Cuối kỳ,26/03/2004,26/03/2019,Standard Coupon,"9,4",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4_0902,VND,10 Năm,Ngân hàng Phát triển Việt Nam,300,Định kỳ - Cuối kỳ,18/09/2002,18/09/2012,Standard Coupon,"9,1",2/6/2008,0 ngày,Hủy niêm yết,100000
CP4_1004,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.000.000,Định kỳ - Cuối kỳ,30/07/2004,30/07/2019,Standard Coupon,9,2/6/2008,7 ngày,Hủy niêm yết,100000
CP4_1603,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.270.000,Định kỳ - Cuối kỳ,29/11/2003,29/11/2018,Standard Coupon,"9,5",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4_1703,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.300.000,Định kỳ - Cuối kỳ,19/12/2003,19/12/2018,Standard Coupon,"9,4",2/6/2008,7 ngày,Hủy niêm yết,100000
CP4_1803,VND,15 Năm,Ngân hàng Phát triển Việt Nam,800,Định kỳ - Cuối kỳ,26/12/2003,26/12/2018,Standard Coupon,"9,4",2/6/2008,7 ngày,Hủy niêm yết,100000
CPB070932,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,3.000.000,Định kỳ - Cuối kỳ,10/10/2007,10/10/2009,Standard Coupon,"7,3",19/10/2007,0 ngày,Hủy niêm yết,100000
CPB070934,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,1.100.000,Định kỳ - Cuối kỳ,19/10/2007,19/10/2009,Standard Coupon,"7,3",30/10/2007,0 ngày,Hủy niêm yết,100000
CPB070937,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,3.000.000,Định kỳ - Cuối kỳ,7/11/2007,7/11/2009,Standard Coupon,"7,4",20/11/2007,0 ngày,Hủy niêm yết,100000
CPB070939,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,11.600.000,Định kỳ - Cuối kỳ,14/11/2007,14/11/2009,Standard Coupon,"7,7",27/11/2007,0 ngày,Hủy niêm yết,100000
CPB070945,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,27.640.000,Định kỳ - Cuối kỳ,19/12/2007,19/12/2009,Standard Coupon,"7,9",7/1/2008,0 ngày,Hủy niêm yết,100000
CPB071029,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,500,Định kỳ - Cuối kỳ,30/08/2007,30/08/2010,Standard Coupon,"7,35",17/09/2007,0 ngày,Hủy niêm yết,100000
CPB071032,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,2.000.000,Định kỳ - Cuối kỳ,10/10/2007,10/10/2010,Standard Coupon,"7,6",19/10/2007,0 ngày,Hủy niêm yết,100000
CPB071034,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,7.000.000,Định kỳ - Cuối kỳ,19/10/2007,19/10/2010,Standard Coupon,"7,55",30/10/2007,0 ngày,Hủy niêm yết,100000
CPB071234,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,9.350.000,Định kỳ - Cuối kỳ,19/10/2007,19/10/2012,Standard Coupon,"7,85",30/10/2007,0 ngày,Hủy niêm yết,100000
CPB071237,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,4.000.000,Định kỳ - Cuối kỳ,7/11/2007,7/11/2012,Standard Coupon,8,20/11/2007,0 ngày,Hủy niêm yết,100000
CPB071242,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,4.300.000,Định kỳ - Cuối kỳ,5/12/2007,5/12/2012,Standard Coupon,"8,7",20/12/2007,0 ngày,Hủy niêm yết,100000
CPB071245,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,26.000.000,Định kỳ - Cuối kỳ,19/12/2007,19/12/2012,Standard Coupon,"8,65",7/1/2008,0 ngày,Hủy niêm yết,100000
CPB071247,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,15.000.000,Định kỳ - Cuối kỳ,26/12/2007,26/12/2012,Standard Coupon,"8,68",11/1/2008,0 ngày,Hủy niêm yết,100000
CPB0810004,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,21.000.000,Định kỳ - Cuối kỳ,17/01/2008,17/01/2010,Standard Coupon,"7,65",30/01/2008,0 ngày,Hủy niêm yết,100000
CPB0810010,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,10.250.000,Định kỳ - Cuối kỳ,31/01/2008,31/01/2010,Standard Coupon,"7,68",25/02/2008,0 ngày,Hủy niêm yết,100000
CPB0810012,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,2.350.000,Định kỳ - Cuối kỳ,21/02/2008,21/02/2010,Standard Coupon,"7,7",5/3/2008,0 ngày,Hủy niêm yết,100000
CPB0810016,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,10.000.000,Định kỳ - Cuối kỳ,6/3/2008,6/3/2010,Standard Coupon,"7,62",20/03/2008,0 ngày,Hủy niêm yết,100000
CPB0810021,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,200,Định kỳ - Cuối kỳ,5/6/2008,5/6/2010,Standard Coupon,10,18/06/2008,0 ngày,Hủy niêm yết,100000
CPB0810024,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,5.400.000,Định kỳ - Cuối kỳ,6/8/2008,6/8/2010,Standard Coupon,"17,5",21/08/2008,0 ngày,Hủy niêm yết,100000
CPB0810028,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,8.350.000,Định kỳ - Cuối kỳ,20/08/2008,20/08/2010,Standard Coupon,"16,5",3/9/2008,0 ngày,Hủy niêm yết,100000
CPB0810037,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,5.400.000,Định kỳ - Cuối kỳ,4/9/2008,4/9/2010,Standard Coupon,16,23/09/2008,0 ngày,Hủy niêm yết,100000
CPB0810045,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,2.000.000,Định kỳ - Cuối kỳ,17/09/2008,17/09/2010,Standard Coupon,"15,5",7/10/2008,0 ngày,Hủy niêm yết,100000
CPB0810051,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,2.500.000,Định kỳ - Cuối kỳ,1/10/2008,1/10/2010,Standard Coupon,"15,3",17/10/2008,0 ngày,Hủy niêm yết,100000
CPB0810057,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,7.000.000,Định kỳ - Cuối kỳ,29/10/2008,29/10/2010,Standard Coupon,"14,7",18/11/2008,0 ngày,Hủy niêm yết,100000
CPB0810070,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,6.000.000,Định kỳ - Cuối kỳ,12/11/2008,12/11/2010,Standard Coupon,"11,9",10/12/2008,0 ngày,Hủy niêm yết,100000
